,Company_Name,Company_Address,Comapany_Code,latitude,longitude
237,Symbol Technologies India Pvt Ltd ,"RMZ Ecospace, Block 3B, 4th Floor
Sarjapura Outer Ring Road, Devaradisana Halli
Bangalore East Taluk
560087 ",560087,12.932897914896834,77.73705201728961
238,Symphony Services Corp. (I) Pvt Ltd ,"Symphony Innovation and Excellence Center
Outer Ring Road, Varthur Hobli
Bangalore, 560 087 ",560087,12.932897914896834,77.73705201728961
239,Synergia Consultants Pvt Ltd ,"Synergia Life Sciences
Embassy Diamante
34, Vittal Mallya Road
Bangalore - 560 001 ",560001,-33.03813635,137.57591912271056
240,Synopsys (India) Private Limited ,"Tower A, 4th & 5th Floor
Municipal #3, Old Madras Road
Benniganahalli
Bangalore, India 560016 ",560016,12.993590363992757,77.65074468232693
241,Syntax Soft-Tech India Pvt Ltd ,"#147, 3 rd Block
8th Main, Koramangala
Bangalore - 560 034
 ",560034,,
242,Syntel India Ltd ,"1st Floor, Unit No. 3, No. 34, 11th Cross, 
Indiranagar 1st Stage, Bangalore 560 038 ",560038,12.9761706,77.6322055
243,Syntel Ltd ,"Sanata Clara, 3rd Floor, 18th Main, 
1st Cross, Unit No 301
178 HAL Second A Stage
Indiranagar
Bangalore 560 038 ",560038,12.9761706,77.6322055
244,Systime Computer Systems (I) Pvt. Ltd. ,"9/2, Dhondusa Complex
Residency Road, 1st Floor
Richmond Circle
Bangalore 560025 ",560025,12.968552155411857,77.60746302912958
245,Talisma Corporation Pvt Ltd ,"214/6, Ramanamaharishi Road
Sadashivanagar, Bangalore
560 080 Karnataka ",560080,13.000094943691941,77.58333132501576
246,Tally Solutions Pvt Ltd ,"Level 2, Commerce@Mantri, 
Bannerghatta Road, 
Bangalore - 560076.
 ",560076,12.892562525804024,77.60145474998441
247,Tandon Information Solutions Pvt. Ltd. ,"No. 111, 3rd Floor, Hafeeza Chambers
KH Road (Double Road)
Bangalore 560 027 ",560027,12.960413629800819,77.59218748637409
248,Tarang Software Technologies Pvt Ltd ,"Tarang Towers
#400/2, Whitefield Road, 
Hoody, Bangalore - 560048.
 ",560048,12.99316469555158,77.7017042525961
249,Tata Consultancy Services Ltd ,"TATA Consultancy Services
Abhilash Building, Plot No. 96
EP-IP Industrial Area, Whitefield Road, 
Bangalore 560 066 ",560066,12.9535612,77.7158014
250,Tata Elxsi Limited ,"Whitefield Road, Mahadevapura Post, 
Hoody, Bangalore 560 048 ",560048,12.99316469555158,77.7017042525961
251,Tata Elxsi Ltd. ,"ITPL Road, Whitefield, 
Bangalore - 560 048 ",560048,12.99316469555158,77.7017042525961
252,Tata Technologies Limited ,"George Thangiah Complex (West)
80 Feet Road
Indiranagar, Bangalore - 560 038 ",560038,12.9761706,77.6322055
253,Tavant Technologies India Pvt Ltd ,"No.12, CSRIE-II, Guava Garden, 
5th Block, Koramangala, 
Bangalore 560 095, 
 ",560095,12.937528616818211,77.61787723568303
254,TCGIvega Information Technologies Pvt Ltd ,TCGIvega ,,,
255,TCS Business Transformation Solutions Ltd (TCS-BTS) ,"TATA Consultancy Services
Abhilash Building, Plot No. 96
EP-IP Industrial Area, Whitefield Road, 
Bangalore 560 066 ",560066,12.9535612,77.7158014
256,TeamLease Services Pvt Ltd ,"TeamLease House �
 # 26, Palm Grove Road
 Off. Victoria Road
 Bangalore - 560047 ",560047,12.953312688126877,77.62051372591664
257,Tech Mahindra Ltd ,"9/7 Hosur Road
Bangalore, Karnataka 560 029 ",560029,12.9261819,77.5973726
258,Techspan ,"Prestige Meridien I, Unit No. 404, 4th Floor, 29 M.G. Road 
Bangalore 560 052 ",560052,12.99023455,77.59596174635868
259,TechSpan India Ltd. ,"JP Techno Park 
No 3/1, Millers Road 
Bangalore - 560 025 ",560025,12.968552155411857,77.60746302912958
260,"TekEdge 809, ","Prestige Meridian I, 30 M.G. Road, 
Bangalore 560 001 ",560001,-33.03813635,137.57591912271056
261,TeleDNA Communications Pvt Ltd ,"No. 10, 3rd Floor, 
100 Feet Ring Road, 
BTM 1st Stage, 
Bangalore - 560 068
 ",560068,12.9002942,77.6198236
262,Telelogic India Pvt Ltd ,"No. 72, ""Salarpuria Pearl""
Civil Station
Residency Road Cross
Bangalore
IN-560 025
 ",560025,12.968552155411857,77.60746302912958
263,Texas Instruments India Ltd. ,"Bagmane Tech Park, 
# 66 / 3, Byrasandra, 
C V Raman Nagar, 
Bangalore - 560 093 ",560093,12.983166234132042,77.66989060759796
264,Texas Instruments India Pvt. Ltd. ,"Golf View Campus, Wind Tunnel Road, Murugeshpalya, 
Bangalore 560 017 ",560017,12.95382391008876,77.65615838578314
265,Think Ahead Advisory Services Pvt Ltd ,"#54, 1st Cross
Residency Road
Bangalore-560025 ",560025,12.968552155411857,77.60746302912958
266,Thinksoft Global Services (P) Ltd ,"264 / 265, 18th E Main, 
HAL 2nd Stage, 
Bangalore 560 008 ",560008,12.969628658000453,77.63685481420711
267,Thirdware Solution Ltd. ,"Appek building - First Floor
Large Wing 93/A, 4th B Cross, 
5th Block, Industrial Area, Koramangala, Bangalore 560 095 ",560095,12.937528616818211,77.61787723568303
268,Tholons Knowledge Management Pvt Ltd ,"#10, 2nd Floor
80 ft Road, RMV 2nd Stage
Bangalore 560 094 ",560094,13.037150683873445,77.5719464187691
269,Thomson Corporation (International) Pvt Ltd ,"Pinnacle, 15, Bahai's Bhavan Road, Bangalore ",,,
270,ThoughtWorks Technologies India Pvt Ltd ,"2nd Floor, Tower C, Corporate Block, 
Diamond District, Airport Road, 
Bangalore - 560 008 ",560008,12.969628658000453,77.63685481420711
271,TIBCO Software India Pvt Ltd ,"#6, VI Block, 80 Ft. Road
Koramangala
Bangalore 560 095
 ",560095,12.937528616818211,77.61787723568303
272,Timken Engineering and Research India Pvt Ltd ,The Timken Company ,,,
273,TPI Advisory Services India Pvt Ltd ,"G 01 - G 02, Prestige Garnet
36 Ulsoor Road
Bangalore 560042
 ",560042,12.980206859586975,77.61415261302578
274,TQM International Pvt Ltd ,"AIMIL- Naimex House
88/1, Outer Ring Road
Nagawara
Bangalore - 560045 ",560045,13.0207209,77.6187971
275,Transfleet Global Services Pvt Ltd (TESCO India) ,"# 81 & 82, EPIP Area
Whitefield
Bangalore 560 066
Karnataka ",560066,12.9535612,77.7158014
276,Trianz Consulting Pvt Ltd ,"Embassy Icon
No. 3, Infantry Road
Bangalore - 560 001, 
 ",560001,-33.03813635,137.57591912271056
277,Tricon Infotech Pvt. Ltd ,"319/3, 80 feet Road, 8th Block, 
Koramangala, Bangalore 560 095 ",560095,12.937528616818211,77.61787723568303
278,Trigent Software Ltd. ,"Khanija Bhavan
First Floor
49, Race Course Road
Bangalore 560 001 ",560001,-33.03813635,137.57591912271056
279,Trilogy E-business Software India Ltd ,"No.5, Salarpuria Infinity, 
Bannerghatta Road, 
Bangalore 560 029
 ",560029,12.9261819,77.5973726
280,Trimentus Technologies Pvt Ltd ,"No. 27/7, Professional Court, 
15th Cross, 3rd Block, Jayanagar, 
Bangalore - 560 011, 
 ",560011,,
281,TriVium iCOPE Technologies Pvt Ltd ,"111/112, 3rd Cross, 1st Main, 7th Block, 
Koramangala, Bangalore 560 095 ",560095,12.937528616818211,77.61787723568303
282,TRRS Imaging Ltd ,"Indecomm Global Services
East Land Chambers
#30, Laskar Hosur Road
Bangalore - 560 030 ",560030,12.941852716662408,77.60239059915848
283,TRRS Imaging Ltd ,"Indecomm Global ServicesGanesh Building#5, Michael Palya80 Feet Road, HAL II StageBangalore - 560 038 ",560038,12.9761706,77.6322055
284,TTK Healthcare Services Pvt Ltd ,"No. 7, Jeevan Bima Nagar Main Road, HAL 3rd Stage, Bangalore 560075 ",560075,12.97185543389784,77.65996678897703
285,U&I Scotty Computers Ltd ,"3, 11th Cross, 3rd Main, 
West of Chord Road, Bangalore 5650 086 ",650086,,
286,UBICS Technologies Pvt Ltd ,"UB Anchorage, 5th Floor, 100 / 1 Richmond Road, Bangalore - 560 025 ",560025,12.968552155411857,77.60746302912958
287,UL India Pvt Ltd ,"Titanium, # 135, 1st Floor, Airport Road
Kodihalli, Bangalore - 560 017 ",560017,12.95382391008876,77.65615838578314
288,Unisys Global Services - India (STP Division of Unisys India Pvt Ltd) ,"Unisys Global Services - India
Unisys Global Service - India
135/1, Residency Road
Bangalore 560025
 ",560025,12.968552155411857,77.60746302912958
289,Universal Legal ,"UNIVERSAL LEGAL
# 302, Regency Enclave 4, 
Magrath Road
Bangalore 560-025 ",560025,12.968552155411857,77.60746302912958
290,USi Internetworking Services Pvt Ltd ,"#137, 8th and 9th Floor
H M G Ambassador
Residency Road.
Bangalore - 560 025 ",560025,12.968552155411857,77.60746302912958
291,UTL Technologies Ltd. ,"18A/19, Doddanekundi Industrial Area, 
II Phase, Mahadevapura Post, 
Bangalore - 560 048 ",560048,12.99316469555158,77.7017042525961
292,Utopia India Pvt Ltd ,"1431 3rd Floor 22nd Cross
Banashankari 2nd Stage
Bangalore, 560070 ",560070,12.9229681,77.5644048
293,Valtech India Technology Solutions Pvt Ltd ,"Maas Unique - 30/A, 1st Main Road
Industrial Suburb, 3rd Phase
J.P. Nagar
Bangalore - 560078 ",560078,12.9005095,77.5704067
294,Vee Technologies Pvt Ltd ,"Vee Technologies
Sona Towers, 71, Millers Road, 
Bangalore - 560 052 ",560052,12.99023455,77.59596174635868
295,Vinciti Networks Pvt Ltd ,"1109, 24th Main Road, 1st Phase J.P.Nagar, Bangalore ",,,
296,Vinpack India pvt. Ltd ,"114, Raheja Arcade, 
1/1, Koramangala Industrial Area, Bangalore 560 095 ",560095,12.937528616818211,77.61787723568303
297,Viteos Capital Market Services Ltd ,"43, Electronics City Phase-2
Hosur Road, 
Bangalore 560 100 ",560100,12.8413312,77.662315
298,vMoksha Technologies Pvt Ltd ,"6th Floor, Tower C, Corporate Block
Diamond District, Airport Road
Bangalore - 560008 ",560008,12.969628658000453,77.63685481420711
299,VXL eTech Ltd ,"No.17, Electronics City, 
Off Hosur Road, 
Bangalore - 560 100.
 ",560100,12.8413312,77.662315
300,"Wind River Systems, Inc ","Wind River International
#19/1 Vittal Mallya Road, 1st Floor
Bangalore 560001
 ",560001,-33.03813635,137.57591912271056
301,Winfoware Technologies Pvt Ltd ,"Knowledge Towers, #1/B, 1st Main, 3rd Stage, 2nd Block, Basaveshwaranagar,
Bangalore - 560 079
Karnataka
 ",560079,12.985886236995064,77.53808930867139
302,Wipro Global R&D Solutions ,"30 Mission Road, 1st Main, S.R. Nagar, 
Bangalore 560 027 ",560027,12.960413629800819,77.59218748637409
303,Wipro Group of Companies ,"Du Parc Trinity, 17 M.G. Road, 
Bangalore 560 001 ",560001,-33.03813635,137.57591912271056
304,Wipro Infotech ,"88 M.G. Road, Bangalore 560 001 ",560001,-33.03813635,137.57591912271056
305,Wipro Technologies (Wipro Ltd) ,"Wipro Technologies 
Doddakannelli, Sarjapur Road
Bangalore - 560 035 ",560035,12.906643623108874,77.68538221824465
306,Wisdomleaf IT Technologies Pvt Ltd ,"# 71/1, 17th Cross, Margosa Road
Opp. ICICI Bank ATM
Malleswaram, Bangalore - 560 055
Karnataka ",560055,13.00920190333413,77.56142165332231
307,WYSE Technology Sales & Marketing India Pvt Ltd ,"Sigma Soft Tech Park
Gamma Tower 8th Floor
7 Whitefield Main Road
Bangalore - 560 066
 ",560066,12.9535612,77.7158014
308,XSYSYS Technologies Pvt Ltd ,"92/1A Doddathogur, 
EC Entrance No.2 / HP Entrance, 
Electronics City Post, 
Bangalore - 560 100 ",560100,12.8413312,77.662315
309,Xyka Software Pvt Ltd ,"# 133/1, 2nd Floor, 
Janardhan Towers, 
Residency Road, 
Bangalore - 560 025.
 ",560025,12.968552155411857,77.60746302912958
310,Zenith Software Limited ,"Zenith House, No. 4, Industrial Layout, Koramangala, 
Bangalore 560 095 ",560095,12.937528616818211,77.61787723568303
